	Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Person	Gender	Profession	Prof_Gender
4914	Mi hermana, entrenadora, tuvo un buen día en el trabajo.	Mi [MASK], entrenadora, tuvo un buen día en el trabajo.	Mi hermana, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hermana	female	entrenadora	balanced
4915	Mi hermana, panadera, tuvo un buen día en el trabajo.	Mi [MASK], panadera, tuvo un buen día en el trabajo.	Mi hermana, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hermana	female	panadera	balanced
4916	Mi hermana, física, tuvo un buen día en el trabajo.	Mi [MASK], física, tuvo un buen día en el trabajo.	Mi hermana, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hermana	female	física	balanced
4917	Mi hermana, matemática, tuvo un buen día en el trabajo.	Mi [MASK], matemática, tuvo un buen día en el trabajo.	Mi hermana, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hermana	female	matemática	balanced
4918	Mi hermana, encuestadora, tuvo un buen día en el trabajo.	Mi [MASK], encuestadora, tuvo un buen día en el trabajo.	Mi hermana, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hermana	female	encuestadora	balanced
4919	Mi hermana, bedel, tuvo un buen día en el trabajo.	Mi [MASK], bedel, tuvo un buen día en el trabajo.	Mi hermana, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hermana	female	bedel	balanced
4920	Mi hija, médica, tuvo un buen día en el trabajo.	Mi [MASK], médica, tuvo un buen día en el trabajo.	Mi hija, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hija	female	médica	balanced
4921	Mi hija, jueza, tuvo un buen día en el trabajo.	Mi [MASK], jueza, tuvo un buen día en el trabajo.	Mi hija, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hija	female	jueza	balanced
4922	Mi hija, bióloga, tuvo un buen día en el trabajo.	Mi [MASK], bióloga, tuvo un buen día en el trabajo.	Mi hija, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hija	female	bióloga	balanced
4923	Mi hija, veterinaria, tuvo un buen día en el trabajo.	Mi [MASK], veterinaria, tuvo un buen día en el trabajo.	Mi hija, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hija	female	veterinaria	balanced
4924	Mi hija, cocinera, tuvo un buen día en el trabajo.	Mi [MASK], cocinera, tuvo un buen día en el trabajo.	Mi hija, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hija	female	cocinera	balanced
4925	Mi hija, camarera, tuvo un buen día en el trabajo.	Mi [MASK], camarera, tuvo un buen día en el trabajo.	Mi hija, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hija	female	camarera	balanced
4926	Mi hija, cartera, tuvo un buen día en el trabajo.	Mi [MASK], cartera, tuvo un buen día en el trabajo.	Mi hija, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hija	female	cartera	balanced
4927	Mi hija, agente inmobiliaria, tuvo un buen día en el trabajo.	Mi [MASK], agente inmobiliaria, tuvo un buen día en el trabajo.	Mi hija, [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hija	female	agente inmobiliaria	balanced
4928	Mi hija, contable, tuvo un buen día en el trabajo.	Mi [MASK], contable, tuvo un buen día en el trabajo.	Mi hija, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hija	female	contable	balanced
4929	Mi hija, abogada, tuvo un buen día en el trabajo.	Mi [MASK], abogada, tuvo un buen día en el trabajo.	Mi hija, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hija	female	abogada	balanced
4930	Mi hija, reponedora, tuvo un buen día en el trabajo.	Mi [MASK], reponedora, tuvo un buen día en el trabajo.	Mi hija, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hija	female	reponedora	balanced
4931	Mi hija, visitadora médico, tuvo un buen día en el trabajo.	Mi [MASK], visitadora médico, tuvo un buen día en el trabajo.	Mi hija, [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hija	female	visitadora médico	balanced
4932	Mi hija, fotógrafa, tuvo un buen día en el trabajo.	Mi [MASK], fotógrafa, tuvo un buen día en el trabajo.	Mi hija, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hija	female	fotógrafa	balanced
4933	Mi hija, decoradora, tuvo un buen día en el trabajo.	Mi [MASK], decoradora, tuvo un buen día en el trabajo.	Mi hija, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hija	female	decoradora	balanced
4934	Mi hija, entrenadora, tuvo un buen día en el trabajo.	Mi [MASK], entrenadora, tuvo un buen día en el trabajo.	Mi hija, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hija	female	entrenadora	balanced
4935	Mi hija, panadera, tuvo un buen día en el trabajo.	Mi [MASK], panadera, tuvo un buen día en el trabajo.	Mi hija, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hija	female	panadera	balanced
4936	Mi hija, física, tuvo un buen día en el trabajo.	Mi [MASK], física, tuvo un buen día en el trabajo.	Mi hija, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hija	female	física	balanced
4937	Mi hija, matemática, tuvo un buen día en el trabajo.	Mi [MASK], matemática, tuvo un buen día en el trabajo.	Mi hija, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hija	female	matemática	balanced
4938	Mi hija, encuestadora, tuvo un buen día en el trabajo.	Mi [MASK], encuestadora, tuvo un buen día en el trabajo.	Mi hija, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hija	female	encuestadora	balanced
4939	Mi hija, bedel, tuvo un buen día en el trabajo.	Mi [MASK], bedel, tuvo un buen día en el trabajo.	Mi hija, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	hija	female	bedel	balanced
4940	Mi mujer, médica, tuvo un buen día en el trabajo.	Mi [MASK], médica, tuvo un buen día en el trabajo.	Mi mujer, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	médica	balanced
4941	Mi mujer, jueza, tuvo un buen día en el trabajo.	Mi [MASK], jueza, tuvo un buen día en el trabajo.	Mi mujer, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	jueza	balanced
4942	Mi mujer, bióloga, tuvo un buen día en el trabajo.	Mi [MASK], bióloga, tuvo un buen día en el trabajo.	Mi mujer, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	bióloga	balanced
4943	Mi mujer, veterinaria, tuvo un buen día en el trabajo.	Mi [MASK], veterinaria, tuvo un buen día en el trabajo.	Mi mujer, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	veterinaria	balanced
4944	Mi mujer, cocinera, tuvo un buen día en el trabajo.	Mi [MASK], cocinera, tuvo un buen día en el trabajo.	Mi mujer, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	cocinera	balanced
4945	Mi mujer, camarera, tuvo un buen día en el trabajo.	Mi [MASK], camarera, tuvo un buen día en el trabajo.	Mi mujer, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	camarera	balanced
4946	Mi mujer, cartera, tuvo un buen día en el trabajo.	Mi [MASK], cartera, tuvo un buen día en el trabajo.	Mi mujer, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	cartera	balanced
4947	Mi mujer, agente inmobiliaria, tuvo un buen día en el trabajo.	Mi [MASK], agente inmobiliaria, tuvo un buen día en el trabajo.	Mi mujer, [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	agente inmobiliaria	balanced
4948	Mi mujer, contable, tuvo un buen día en el trabajo.	Mi [MASK], contable, tuvo un buen día en el trabajo.	Mi mujer, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	contable	balanced
4949	Mi mujer, abogada, tuvo un buen día en el trabajo.	Mi [MASK], abogada, tuvo un buen día en el trabajo.	Mi mujer, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	abogada	balanced
4950	Mi mujer, reponedora, tuvo un buen día en el trabajo.	Mi [MASK], reponedora, tuvo un buen día en el trabajo.	Mi mujer, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	reponedora	balanced
4951	Mi mujer, visitadora médico, tuvo un buen día en el trabajo.	Mi [MASK], visitadora médico, tuvo un buen día en el trabajo.	Mi mujer, [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	visitadora médico	balanced
4952	Mi mujer, fotógrafa, tuvo un buen día en el trabajo.	Mi [MASK], fotógrafa, tuvo un buen día en el trabajo.	Mi mujer, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	fotógrafa	balanced
4953	Mi mujer, decoradora, tuvo un buen día en el trabajo.	Mi [MASK], decoradora, tuvo un buen día en el trabajo.	Mi mujer, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	decoradora	balanced
4954	Mi mujer, entrenadora, tuvo un buen día en el trabajo.	Mi [MASK], entrenadora, tuvo un buen día en el trabajo.	Mi mujer, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	entrenadora	balanced
4955	Mi mujer, panadera, tuvo un buen día en el trabajo.	Mi [MASK], panadera, tuvo un buen día en el trabajo.	Mi mujer, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	panadera	balanced
4956	Mi mujer, física, tuvo un buen día en el trabajo.	Mi [MASK], física, tuvo un buen día en el trabajo.	Mi mujer, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	física	balanced
4957	Mi mujer, matemática, tuvo un buen día en el trabajo.	Mi [MASK], matemática, tuvo un buen día en el trabajo.	Mi mujer, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	matemática	balanced
4958	Mi mujer, encuestadora, tuvo un buen día en el trabajo.	Mi [MASK], encuestadora, tuvo un buen día en el trabajo.	Mi mujer, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	encuestadora	balanced
4959	Mi mujer, bedel, tuvo un buen día en el trabajo.	Mi [MASK], bedel, tuvo un buen día en el trabajo.	Mi mujer, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	mujer	female	bedel	balanced
4960	Mi novia, médica, tuvo un buen día en el trabajo.	Mi [MASK], médica, tuvo un buen día en el trabajo.	Mi novia, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	novia	female	médica	balanced
4961	Mi novia, jueza, tuvo un buen día en el trabajo.	Mi [MASK], jueza, tuvo un buen día en el trabajo.	Mi novia, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	novia	female	jueza	balanced
4962	Mi novia, bióloga, tuvo un buen día en el trabajo.	Mi [MASK], bióloga, tuvo un buen día en el trabajo.	Mi novia, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	novia	female	bióloga	balanced
4963	Mi novia, veterinaria, tuvo un buen día en el trabajo.	Mi [MASK], veterinaria, tuvo un buen día en el trabajo.	Mi novia, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	novia	female	veterinaria	balanced
4964	Mi novia, cocinera, tuvo un buen día en el trabajo.	Mi [MASK], cocinera, tuvo un buen día en el trabajo.	Mi novia, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	novia	female	cocinera	balanced
4965	Mi novia, camarera, tuvo un buen día en el trabajo.	Mi [MASK], camarera, tuvo un buen día en el trabajo.	Mi novia, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	novia	female	camarera	balanced
4966	Mi novia, cartera, tuvo un buen día en el trabajo.	Mi [MASK], cartera, tuvo un buen día en el trabajo.	Mi novia, [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	novia	female	cartera	balanced
4967	Mi novia, agente inmobiliaria, tuvo un buen día en el trabajo.	Mi [MASK], agente inmobiliaria, tuvo un buen día en el trabajo.	Mi novia, [MASK] [MASK], tuvo un buen día en el trabajo.	Mi [MASK], [MASK] [MASK], tuvo un buen día en el trabajo.	<person subject>, <profession>, tuvo un buen día en el trabajo.	novia	female	agente inmobiliaria	balanced
